DateTime,Speed_U,Speed_V,Speed_W,Dir
15-12-2018 21:10:00,9.261181,-5.463098,-0.386396,308.538454
15-12-2018 21:20:00,6.718861,-5.024243,-0.765104,314.109912
15-12-2018 21:30:00,5.457181,-2.560716,-0.592908,302.921475
15-12-2018 21:40:00,6.383686,-4.108317,-0.529303,308.677215
15-12-2018 21:50:00,6.349735,-2.427764,-0.623472,297.819305
15-12-2018 22:00:00,5.336756,-2.649674,-0.77255,302.292511
15-12-2018 22:10:00,7.1406,-3.425497,-0.609157,302.826537
15-12-2018 22:20:00,7.636339,-3.162129,-0.485444,299.208016
15-12-2018 22:30:00,7.59803,-2.225556,-0.497862,294.336776
15-12-2018 22:40:00,8.269481,-2.403458,-0.88028,294.069462
15-12-2018 22:50:00,10.318814,-2.99953,-0.726557,292.804289
15-12-2018 23:00:00,9.031997,-2.259871,-0.647512,291.545683
15-12-2018 23:10:00,9.812322,-1.999252,-0.878262,289.673866
15-12-2018 23:20:00,8.325931,-1.91582,-0.594781,290.170112
15-12-2018 23:30:00,9.454982,-2.340732,-0.782719,291.473727
15-12-2018 23:40:00,9.922997,-2.351301,-0.740649,290.432186
15-12-2018 23:50:00,8.967513,-1.970028,-0.537785,289.189683
16-12-2018 00:00:00,9.411844,-3.096518,-0.718148,294.898033
16-12-2018 00:10:00,7.090069,-2.852958,0.100631,298.164146
16-12-2018 00:20:00,6.894301,-3.522942,-0.258014,303.393459
16-12-2018 00:30:00,9.328692,-3.563671,-0.026173,297.650234
16-12-2018 00:40:00,6.74311,-2.424286,-0.064105,295.322856
16-12-2018 00:50:00,6.23494,-3.134153,-0.087576,303.288465
16-12-2018 01:00:00,4.371673,-3.30731,0.043179,311.5244
16-12-2018 01:10:00,6.478356,-3.060743,-0.0511,301.146037
16-12-2018 01:20:00,6.841428,-2.580212,-0.065152,297.198411
16-12-2018 01:30:00,6.804715,-2.838775,-0.077197,298.526054
16-12-2018 01:40:00,6.475233,-1.615384,-0.092268,292.457102
16-12-2018 01:50:00,7.909862,-1.60496,0.102966,288.736052
16-12-2018 02:00:00,8.215918,-1.325938,-0.423526,286.668146
16-12-2018 02:10:00,7.559275,-0.210216,-0.288504,278.802412
16-12-2018 02:20:00,6.946646,0.024939,-0.494595,278.029735
16-12-2018 02:30:00,6.231708,-1.052732,-0.227678,286.3156
16-12-2018 02:40:00,6.295171,-0.840932,0.053494,285.358764
16-12-2018 02:50:00,4.587055,-0.216616,-0.214858,285.352936
16-12-2018 03:00:00,-0.09446,1.257258,-0.260709,231.748565
16-12-2018 03:10:00,1.883895,-0.464815,-0.20598,294.244846
16-12-2018 03:20:00,0.959718,-0.374787,0.014781,293.326674
16-12-2018 03:30:00,1.275541,1.251032,-0.681756,239.404265
16-12-2018 03:40:00,2.643833,1.026651,-0.367415,260.657709
16-12-2018 03:50:00,4.238349,-1.121838,0.013214,293.753935
16-12-2018 04:00:00,4.628452,-1.459363,-0.0246,293.245245
16-12-2018 04:10:00,4.735533,-1.336598,-0.416429,292.613562
16-12-2018 04:20:00,6.750369,-1.338437,-0.465615,289.556918
